"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1970","1970",,,"0","Units",,,58.8583475511418,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1971","1971",,,"0","Units",,,64.1356206225632,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1972","1972",,,"0","Units",,,69.8074981784433,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1973","1973",,,"0","Units",,,78.8432104933374,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1974","1974",,,"0","Units",,,86.323114236254,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1975","1975",,,"0","Units",,,96.8575364169851,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1976","1976",,,"0","Units",,,104.288925065367,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1977","1977",,,"0","Units",,,110.276098500973,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1978","1978",,,"0","Units",,,123.342206283697,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1979","1979",,,"0","Units",,,137.980995557179,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1980","1980",,,"0","Units",,,155.037412676088,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1981","1981",,,"0","Units",,,178.292325176256,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1982","1982",,,"0","Units",,,181.931974156121,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1983","1983",,,"0","Units",,,196.533517823995,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1984","1984",,,"0","Units",,,211.772910507186,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1985","1985",,,"0","Units",,,228.924227057254,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1986","1986",,,"0","Units",,,240.015946835875,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1987","1987",,,"0","Units",,,260.935758662376,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1988","1988",,,"0","Units",,,282.917818218601,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1989","1989",,,"0","Units",,,299.621593662616,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1990","1990",,,"0","Units",,,304.183457322512,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1991","1991",,,"0","Units",,,313.97038460634,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1992","1992",,,"0","Units",,,334.473268722854,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1993","1993",,,"0","Units",,,355.559799959959,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1994","1994",,,"0","Units",,,380.993406740128,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1995","1995",,,"0","Units",,,403.410089197993,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1996","1996",,,"0","Units",,,424.062042180281,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1997","1997",,,"0","Units",,,450.299854146901,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1998","1998",,,"0","Units",,,477.686537551096,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","1999","1999",,,"0","Units",,,510.21396352982,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2000","2000",,,"0","Units",,,538.603652092727,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2001","2001",,,"0","Units",,,569.787094710934,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2002","2002",,,"0","Units",,,600.4609743936,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2003","2003",,,"0","Units",,,638.022659935331,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2004","2004",,,"0","Units",,,676.954659234714,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2005","2005",,,"0","Units",,,719.149953743089,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2006","2006",,,"0","Units",,,774.966901353117,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2007","2007",,,"0","Units",,,825.988747115503,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2008","2008",,,"0","Units",,,852.201509817049,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2009","2009",,,"0","Units",,,903.1663817207,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2010","2010",,,"0","Units",,,943.179751002815,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2011","2011",,,"0","Units",,,992.556359384351,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2012","2012",,,"0","Units",,,997.622794016357,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2013","2013",,,"0","Units",,,1104.64202850889,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2014","2014",,,"0","Units",,,1117.53442631814,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2015","2015",,,"0","Units",,,1124.89229511708,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2016","2016",,,"0","Units",,,1213.18941229166,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2017","2017",,,"0","Units",,,1247.29603608128,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2018","2018",,,"0","Units",,,1323.60179148333,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2019","2019",,,"0","Units",,,1335.99807418194,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2020","2020",,,"0","Units",,,1429.45863014215,,
"AUS","Australia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2021","2021",,,"0","Units",,,1586.28900402222,"E","Estimated value"
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1970","1970",,,"0","Units",,,54.4193764085292,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1971","1971",,,"0","Units",,,54.5650417452195,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1972","1972",,,"0","Units",,,54.4038851317453,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1973","1973",,,"0","Units",,,53.4882565342697,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1974","1974",,,"0","Units",,,55.8497130911795,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1975","1975",,,"0","Units",,,55.7551842834355,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1976","1976",,,"0","Units",,,56.6679828754312,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1977","1977",,,"0","Units",,,57.8025386796582,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1978","1978",,,"0","Units",,,56.6197206812079,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1979","1979",,,"0","Units",,,55.8832266401295,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1980","1980",,,"0","Units",,,55.9766419526278,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1981","1981",,,"0","Units",,,56.038358998846,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1982","1982",,,"0","Units",,,59.0296652434809,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1983","1983",,,"0","Units",,,56.7863925975132,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1984","1984",,,"0","Units",,,55.2108200871656,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1985","1985",,,"0","Units",,,56.3026918385664,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1986","1986",,,"0","Units",,,56.7545471696795,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1987","1987",,,"0","Units",,,55.3073056165992,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1988","1988",,,"0","Units",,,54.3951432180255,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1989","1989",,,"0","Units",,,55.0704576969565,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1990","1990",,,"0","Units",,,57.0961363860772,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1991","1991",,,"0","Units",,,58.8303538095846,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1992","1992",,,"0","Units",,,58.1369957993598,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1993","1993",,,"0","Units",,,57.5822192885829,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1994","1994",,,"0","Units",,,57.7969320436158,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1995","1995",,,"0","Units",,,57.5516990897328,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1996","1996",,,"0","Units",,,57.0788322663805,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1997","1997",,,"0","Units",,,57.4709344781792,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1998","1998",,,"0","Units",,,58.1204785126682,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","1999","1999",,,"0","Units",,,57.9525843178858,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2000","2000",,,"0","Units",,,58.590004034627,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2001","2001",,,"0","Units",,,57.8704543138441,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2002","2002",,,"0","Units",,,58.3995215012897,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2003","2003",,,"0","Units",,,57.9916492451311,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2004","2004",,,"0","Units",,,57.5554111069892,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2005","2005",,,"0","Units",,,56.7242166748795,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2006","2006",,,"0","Units",,,56.6423305319657,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2007","2007",,,"0","Units",,,56.5424236176338,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2008","2008",,,"0","Units",,,54.6136038360355,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2009","2009",,,"0","Units",,,56.003570611686,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2010","2010",,,"0","Units",,,54.5690874801996,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2011","2011",,,"0","Units",,,54.2891604502988,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2012","2012",,,"0","Units",,,55.3452299906148,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2013","2013",,,"0","Units",,,55.5685047664982,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2014","2014",,,"0","Units",,,56.8551638823637,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2015","2015",,,"0","Units",,,57.7756275999189,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2016","2016",,,"0","Units",,,56.3487245596863,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2017","2017",,,"0","Units",,,55.9808046464736,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2018","2018",,,"0","Units",,,54.7454357865574,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2019","2019",,,"0","Units",,,52.9409864170519,,
"AUS","Australia","P31S14_S15S","Household final consumption expenditure, percentage of GDP","2020","2020",,,"0","Units",,,51.649145383912,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1970","1970",,,"0","Units",,,61.1060204561777,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1971","1971",,,"0","Units",,,61.7155938594129,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1972","1972",,,"0","Units",,,61.8570769199896,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1973","1973",,,"0","Units",,,61.0312386126478,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1974","1974",,,"0","Units",,,64.6127081667298,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1975","1975",,,"0","Units",,,65.6931767753697,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1976","1976",,,"0","Units",,,66.32860883661,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1977","1977",,,"0","Units",,,67.5271661560127,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1978","1978",,,"0","Units",,,66.1189167347145,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1979","1979",,,"0","Units",,,64.9873007857175,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1980","1980",,,"0","Units",,,65.6177416180041,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1981","1981",,,"0","Units",,,65.9720208962181,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1982","1982",,,"0","Units",,,69.2386043983302,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1983","1983",,,"0","Units",,,66.9110148480114,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1984","1984",,,"0","Units",,,65.7029743345765,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1985","1985",,,"0","Units",,,67.4493889856318,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1986","1986",,,"0","Units",,,67.6782357750278,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1987","1987",,,"0","Units",,,65.5347989976853,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1988","1988",,,"0","Units",,,64.1480938217278,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1989","1989",,,"0","Units",,,64.7622531632429,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1990","1990",,,"0","Units",,,67.4683852198645,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1991","1991",,,"0","Units",,,69.6995902859492,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1992","1992",,,"0","Units",,,68.8900494802102,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1993","1993",,,"0","Units",,,68.0691700705931,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1994","1994",,,"0","Units",,,68.4550633792726,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1995","1995",,,"0","Units",,,68.1470804107174,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1996","1996",,,"0","Units",,,67.4813979869017,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1997","1997",,,"0","Units",,,67.9886964584727,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1998","1998",,,"0","Units",,,69.311542153307,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","1999","1999",,,"0","Units",,,69.2277119394549,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2000","2000",,,"0","Units",,,69.6784331490618,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2001","2001",,,"0","Units",,,68.9064942249586,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2002","2002",,,"0","Units",,,69.4279199013096,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2003","2003",,,"0","Units",,,69.117032181099,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2004","2004",,,"0","Units",,,68.8270139489005,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2005","2005",,,"0","Units",,,67.8316887612226,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2006","2006",,,"0","Units",,,67.4569704592239,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2007","2007",,,"0","Units",,,67.4412448232063,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2008","2008",,,"0","Units",,,65.8433216868655,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2009","2009",,,"0","Units",,,67.4518635185108,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2010","2010",,,"0","Units",,,66.0589830862305,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2011","2011",,,"0","Units",,,65.5867700046139,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2012","2012",,,"0","Units",,,66.6500917046654,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2013","2013",,,"0","Units",,,66.8061052714549,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2014","2014",,,"0","Units",,,68.4505426603015,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2015","2015",,,"0","Units",,,69.7673464660406,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2016","2016",,,"0","Units",,,68.3890993876022,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2017","2017",,,"0","Units",,,68.1456754565788,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2018","2018",,,"0","Units",,,67.1397698522475,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2019","2019",,,"0","Units",,,66.0870043708156,,
"AUS","Australia","P41S","Actual individual consumption, percentage of GDP","2020","2020",,,"0","Units",,,65.0332606034804,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1970","1970",,,"0","Units",,,14.0295698258996,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1971","1971",,,"0","Units",,,14.5390070921986,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1972","1972",,,"0","Units",,,14.7398205936064,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1973","1973",,,"0","Units",,,14.5774671216086,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1974","1974",,,"0","Units",,,16.9409486931268,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1975","1975",,,"0","Units",,,18.0349496863643,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1976","1976",,,"0","Units",,,17.6108732698782,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1977","1977",,,"0","Units",,,17.9905608312558,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1978","1978",,,"0","Units",,,17.5159316098292,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1979","1979",,,"0","Units",,,17.3674751585545,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1980","1980",,,"0","Units",,,17.9673249786759,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1981","1981",,,"0","Units",,,17.8965080123013,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1982","1982",,,"0","Units",,,18.8166623566479,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1983","1983",,,"0","Units",,,18.4781490040512,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1984","1984",,,"0","Units",,,19.0553662908748,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1985","1985",,,"0","Units",,,19.1420483748475,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1986","1986",,,"0","Units",,,19.0911250707493,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1987","1987",,,"0","Units",,,18.1966965532333,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1988","1988",,,"0","Units",,,17.5232584986894,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1989","1989",,,"0","Units",,,17.3658881426901,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1990","1990",,,"0","Units",,,18.333080463258,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1991","1991",,,"0","Units",,,19.1840216245847,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1992","1992",,,"0","Units",,,19.0699161222643,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1993","1993",,,"0","Units",,,18.5063585202457,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1994","1994",,,"0","Units",,,18.1552706408965,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1995","1995",,,"0","Units",,,18.0967622333704,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1996","1996",,,"0","Units",,,17.7723606174844,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1997","1997",,,"0","Units",,,17.7451676341022,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1998","1998",,,"0","Units",,,18.1390959280041,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","1999","1999",,,"0","Units",,,17.9159828447596,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2000","2000",,,"0","Units",,,17.8967560183186,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2001","2001",,,"0","Units",,,17.6877599827417,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2002","2002",,,"0","Units",,,17.7301217430312,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2003","2003",,,"0","Units",,,17.607004905055,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2004","2004",,,"0","Units",,,17.6748804063211,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2005","2005",,,"0","Units",,,17.5922142230448,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2006","2006",,,"0","Units",,,17.4645553897597,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2007","2007",,,"0","Units",,,17.3805360192843,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2008","2008",,,"0","Units",,,17.7200849208389,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2009","2009",,,"0","Units",,,18.1076525607549,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2010","2010",,,"0","Units",,,17.9254784194632,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2011","2011",,,"0","Units",,,18.1487714394681,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2012","2012",,,"0","Units",,,18.0738896185633,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2013","2013",,,"0","Units",,,17.9749435896089,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2014","2014",,,"0","Units",,,18.3487380229385,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2015","2015",,,"0","Units",,,19.0888943045488,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2016","2016",,,"0","Units",,,19.0395233596731,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2017","2017",,,"0","Units",,,19.10636556904,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2018","2018",,,"0","Units",,,19.472898344901,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2019","2019",,,"0","Units",,,20.8618856601103,,
"AUS","Australia","P3S13S","General government consumption expenditure, percentage of GDP","2020","2020",,,"0","Units",,,21.4277628071466,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1970","1970",,,"0","Units",,,24.3666262165977,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1971","1971",,,"0","Units",,,25.0493760660742,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1972","1972",,,"0","Units",,,25.8012080833216,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1973","1973",,,"0","Units",,,25.4927617848743,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1974","1974",,,"0","Units",,,29.8876215328928,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1975","1975",,,"0","Units",,,31.7677536970627,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1976","1976",,,"0","Units",,,31.9017831165053,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1977","1977",,,"0","Units",,,32.751631872419,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1978","1978",,,"0","Units",,,31.9802338600375,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1979","1979",,,"0","Units",,,31.3826548041648,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1980","1980",,,"0","Units",,,32.018240272948,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1981","1981",,,"0","Units",,,32.2402041872019,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1982","1982",,,"0","Units",,,34.9174851304352,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1983","1983",,,"0","Units",,,35.3961808706717,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1984","1984",,,"0","Units",,,36.7068228737458,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1985","1985",,,"0","Units",,,36.8430540745798,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1986","1986",,,"0","Units",,,36.5104708932227,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1987","1987",,,"0","Units",,,34.0842474472105,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1988","1988",,,"0","Units",,,32.6097054149859,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1989","1989",,,"0","Units",,,32.3915079998715,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1990","1990",,,"0","Units",,,33.9739375242334,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1991","1991",,,"0","Units",,,35.7155346366682,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1992","1992",,,"0","Units",,,35.5910836571233,,
"AUS","Australia","TES13S","Total expenditure of general government, percentage of GDP","1993","1993",,,"0","Units",,,35.3846186816625,,
