"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SP","Share Prices, Index","AUS","Australia","A","Annual","1958","1958","IDX","Index","0","Units","2015_100","2015=100",2.613002,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1959","1959","IDX","Index","0","Units","2015_100","2015=100",3.256618,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1960","1960","IDX","Index","0","Units","2015_100","2015=100",3.966841,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1961","1961","IDX","Index","0","Units","2015_100","2015=100",3.653984,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1962","1962","IDX","Index","0","Units","2015_100","2015=100",3.67826,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1963","1963","IDX","Index","0","Units","2015_100","2015=100",4.027682,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1964","1964","IDX","Index","0","Units","2015_100","2015=100",4.528525,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",3.975944,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",3.951213,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",4.632608,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",6.652974,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",7.317072,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",7.011195,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",5.85566,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",7.038809,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",6.581208,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",4.882499,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",4.592401,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",5.68406,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",5.451769,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",6.177924,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",7.639335,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",11.57022,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",11.70298,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",8.965257,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",11.62757,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",13.21127,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",16.51881,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",22.2822,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",31.04002,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",26.97814,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",28.96189,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",26.76051,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",27.82293,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",28.80249,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",32.66813,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",36.48568,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",36.34457,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",40.20248,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",45.42818,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",47.5461,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",52.8114,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",58.39363,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",60.10427,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",58.74319,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",55.88747,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",64.58517,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",78.48778,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",93.19911,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",113.0436,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.91695,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",74.28973,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",84.44438,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",81.73172,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",78.3949,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",92.30541,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.61095,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",96.06994,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.6478,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",109.2051,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",117.3262,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",111.1882,,
"SP","Share Prices, Index","AUS","Australia","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",130.4751,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1970","1970","PC","Percentage","0","Units",,,6.646667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1971","1971","PC","Percentage","0","Units",,,6.713333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.831666,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1973","1973","PC","Percentage","0","Units",,,6.933333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1974","1974","PC","Percentage","0","Units",,,9.036667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1975","1975","PC","Percentage","0","Units",,,9.741667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1976","1976","PC","Percentage","0","Units",,,10.03083,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1977","1977","PC","Percentage","0","Units",,,10.22667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1978","1978","PC","Percentage","0","Units",,,9.06,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1979","1979","PC","Percentage","0","Units",,,9.749166,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1980","1980","PC","Percentage","0","Units",,,11.6475,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1981","1981","PC","Percentage","0","Units",,,13.95833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1982","1982","PC","Percentage","0","Units",,,15.375,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1983","1983","PC","Percentage","0","Units",,,13.8875,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1984","1984","PC","Percentage","0","Units",,,13.525,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1985","1985","PC","Percentage","0","Units",,,13.95417,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1986","1986","PC","Percentage","0","Units",,,13.41667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1987","1987","PC","Percentage","0","Units",,,13.19167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1988","1988","PC","Percentage","0","Units",,,12.10417,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1989","1989","PC","Percentage","0","Units",,,13.40833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1990","1990","PC","Percentage","0","Units",,,13.18,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1991","1991","PC","Percentage","0","Units",,,10.69083,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.22,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1993","1993","PC","Percentage","0","Units",,,7.280833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1994","1994","PC","Percentage","0","Units",,,9.041667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1995","1995","PC","Percentage","0","Units",,,9.210896,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1996","1996","PC","Percentage","0","Units",,,8.209207,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1997","1997","PC","Percentage","0","Units",,,6.954918,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1998","1998","PC","Percentage","0","Units",,,5.49297,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.009312,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.314569,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.615264,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.843958,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.366776,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.590775,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.339973,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.587872,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.994521,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.817944,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.039512,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.366042,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.879583,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.379167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.697292,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.656667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.710833,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.336667,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.639167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.684167,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.493333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.9208333,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.47,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1957","1957","NATUSD","National currency per US dollar","0","Units",,,0.5990272,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1958","1958","NATUSD","National currency per US dollar","0","Units",,,0.8932989,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1959","1959","NATUSD","National currency per US dollar","0","Units",,,0.8936448,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1960","1960","NATUSD","National currency per US dollar","0","Units",,,0.8939964,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1961","1961","NATUSD","National currency per US dollar","0","Units",,,0.8956722,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1962","1962","NATUSD","National currency per US dollar","0","Units",,,0.8921968,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1963","1963","NATUSD","National currency per US dollar","0","Units",,,0.8906217,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1964","1964","NATUSD","National currency per US dollar","0","Units",,,0.8954471,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1965","1965","NATUSD","National currency per US dollar","0","Units",,,0.8931586,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1966","1966","NATUSD","National currency per US dollar","0","Units",,,0.8985437,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1967","1967","NATUSD","National currency per US dollar","0","Units",,,0.898875,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1968","1968","NATUSD","National currency per US dollar","0","Units",,,0.8988748,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1969","1969","NATUSD","National currency per US dollar","0","Units",,,0.9000857,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1970","1970","NATUSD","National currency per US dollar","0","Units",,,0.8979573,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1971","1971","NATUSD","National currency per US dollar","0","Units",,,0.880399,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1972","1972","NATUSD","National currency per US dollar","0","Units",,,0.8386978,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1973","1973","NATUSD","National currency per US dollar","0","Units",,,0.702001,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1974","1974","NATUSD","National currency per US dollar","0","Units",,,0.6930622,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1975","1975","NATUSD","National currency per US dollar","0","Units",,,0.7596559,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1976","1976","NATUSD","National currency per US dollar","0","Units",,,0.8158702,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1977","1977","NATUSD","National currency per US dollar","0","Units",,,0.9003677,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1978","1978","NATUSD","National currency per US dollar","0","Units",,,0.8725651,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1979","1979","NATUSD","National currency per US dollar","0","Units",,,0.894614,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1980","1980","NATUSD","National currency per US dollar","0","Units",,,0.8771164,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1981","1981","NATUSD","National currency per US dollar","0","Units",,,0.869485,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1982","1982","NATUSD","National currency per US dollar","0","Units",,,0.9860442,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1983","1983","NATUSD","National currency per US dollar","0","Units",,,1.109094,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1984","1984","NATUSD","National currency per US dollar","0","Units",,,1.140692,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1985","1985","NATUSD","National currency per US dollar","0","Units",,,1.431742,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1986","1986","NATUSD","National currency per US dollar","0","Units",,,1.495996,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1987","1987","NATUSD","National currency per US dollar","0","Units",,,1.428814,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1988","1988","NATUSD","National currency per US dollar","0","Units",,,1.280611,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1989","1989","NATUSD","National currency per US dollar","0","Units",,,1.264842,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1990","1990","NATUSD","National currency per US dollar","0","Units",,,1.281829,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1991","1991","NATUSD","National currency per US dollar","0","Units",,,1.284034,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1992","1992","NATUSD","National currency per US dollar","0","Units",,,1.362287,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1993","1993","NATUSD","National currency per US dollar","0","Units",,,1.473038,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1994","1994","NATUSD","National currency per US dollar","0","Units",,,1.369071,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1995","1995","NATUSD","National currency per US dollar","0","Units",,,1.349551,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1996","1996","NATUSD","National currency per US dollar","0","Units",,,1.276899,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1997","1997","NATUSD","National currency per US dollar","0","Units",,,1.348034,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1998","1998","NATUSD","National currency per US dollar","0","Units",,,1.59229,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","1999","1999","NATUSD","National currency per US dollar","0","Units",,,1.549661,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2000","2000","NATUSD","National currency per US dollar","0","Units",,,1.726517,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2001","2001","NATUSD","National currency per US dollar","0","Units",,,1.935374,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2002","2002","NATUSD","National currency per US dollar","0","Units",,,1.841297,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2003","2003","NATUSD","National currency per US dollar","0","Units",,,1.541535,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2004","2004","NATUSD","National currency per US dollar","0","Units",,,1.359243,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2005","2005","NATUSD","National currency per US dollar","0","Units",,,1.312789,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2006","2006","NATUSD","National currency per US dollar","0","Units",,,1.327909,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2007","2007","NATUSD","National currency per US dollar","0","Units",,,1.195183,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2008","2008","NATUSD","National currency per US dollar","0","Units",,,1.197501,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2009","2009","NATUSD","National currency per US dollar","0","Units",,,1.282159,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2010","2010","NATUSD","National currency per US dollar","0","Units",,,1.090176,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.9691883,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.965965,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2013","2013","NATUSD","National currency per US dollar","0","Units",,,1.036405,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2014","2014","NATUSD","National currency per US dollar","0","Units",,,1.109444,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2015","2015","NATUSD","National currency per US dollar","0","Units",,,1.33088,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2016","2016","NATUSD","National currency per US dollar","0","Units",,,1.345337,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2017","2017","NATUSD","National currency per US dollar","0","Units",,,1.304883,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2018","2018","NATUSD","National currency per US dollar","0","Units",,,1.338655,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2019","2019","NATUSD","National currency per US dollar","0","Units",,,1.438669,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2020","2020","NATUSD","National currency per US dollar","0","Units",,,1.453532,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","A","Annual","2021","2021","NATUSD","National currency per US dollar","0","Units",,,1.331484,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1968","1968","PC","Percentage","0","Units",,,5.116667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1969","1969","PC","Percentage","0","Units",,,5.566667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1970","1970","PC","Percentage","0","Units",,,7.108333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1971","1971","PC","Percentage","0","Units",,,7.008333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.083333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1973","1973","PC","Percentage","0","Units",,,6.983333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1974","1974","PC","Percentage","0","Units",,,13.15833,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1975","1975","PC","Percentage","0","Units",,,8.525,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1976","1976","PC","Percentage","0","Units",,,9.24,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1977","1977","PC","Percentage","0","Units",,,10.2125,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1978","1978","PC","Percentage","0","Units",,,9.843333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1979","1979","PC","Percentage","0","Units",,,9.773334,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1980","1980","PC","Percentage","0","Units",,,12.0275,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1981","1981","PC","Percentage","0","Units",,,15.03833,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1982","1982","PC","Percentage","0","Units",,,16.83417,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1983","1983","PC","Percentage","0","Units",,,12.19917,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1984","1984","PC","Percentage","0","Units",,,12.1,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1985","1985","PC","Percentage","0","Units",,,15.9825,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1986","1986","PC","Percentage","0","Units",,,16.45167,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1987","1987","PC","Percentage","0","Units",,,13.75,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1988","1988","PC","Percentage","0","Units",,,12.8,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1989","1989","PC","Percentage","0","Units",,,17.61167,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1990","1990","PC","Percentage","0","Units",,,14.54333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1991","1991","PC","Percentage","0","Units",,,10.22583,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1992","1992","PC","Percentage","0","Units",,,6.465833,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1993","1993","PC","Percentage","0","Units",,,5.151667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1994","1994","PC","Percentage","0","Units",,,5.656667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1995","1995","PC","Percentage","0","Units",,,7.725833,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1996","1996","PC","Percentage","0","Units",,,7.151667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.395833,,
